"x1","x2","name"
146386.140528592,422864.973530189,"FFW Annahütte"
232795.782673436,-33971.5730405664,NA
5381.08558282227,141935.747785343,"Freiwillige Feuerwehr Mintraching"
52759.6166704794,521299.48034874,"Kirchmöser Dorf"
78087.1791036465,376438.882839518,"Freiwillige Feuerwehr Hartha"
12296.5738246307,66126.3865911011,"FW Zangberg"
70126.9600207675,125213.261464882,"Freiwillige Feuerwehr Lalling"
20973.7138207444,465732.111554968,"Freiwillige Feuerwehr Aken"
2955.11778160738,97548.4303366384,NA
15716.5538722342,554970.910800859,"Freiwillige Feuerwehr Borstel"
24026.5498668922,397611.096766164,"FFW Meuchen"
954318.77473282,854681.420238964,"Ignalinos priešgaisrinio gelbėjimo stotis"
1310.07328095741,143844.545137675,"Freiwillige Feuerwehr Niedertraubling"
96444.6474312624,372279.485586967,"FFW Gleisberg"
95528.3612427138,368397.042096667,"FFW Marbach"
82202.038469142,374236.111224347,"FFW Meinsberg"
144466.141191972,74816.1467116643,"FF Neudorf"
230900.497462752,43574.4061621176,NA
1013539.96289461,73316.4768414116,NA
135462.381142216,536459.483370764,NA
239450.373405201,1068272.85436056,"Sävsjö Brand & Ambulansstation"
95666.4701192123,888532.661350554,"Fælledvej Brandstation"
657973.229170358,440192.927785448,NA
86024.3766077949,383038.140704878,NA
83844.7872525704,382475.632091337,NA
234715.290517911,1059332.89912806,"Stockaryd Räddningskår Brandstation"
38509.1103098245,395054.984060918,"FFW Großdeuben"
374473.759252335,478254.979304709,"OPS Zaniemyśl"
6232.31139034883,137341.673525851,"Langenerling Freiwillige Feuerwehr"
273990.80319211,-24353.2091860864,"Feuerwehr"
1156244.86867372,710399.758722306,NA
103067.945628232,399610.489899824,"Freiwillige Feuerwehr Bobersen"
573068.844822376,163822.961166835,"Ochotnicza Straż Pożarna w Poroninie"
-2729.62975912838,136877.524923544,"Luckenpaint Freiwillige Feuerwehr"
-2655.10212916671,143661.392479266,"Oberhinkofen Freiwillige Feuerwehr"
715046.103792274,242506.61974756,NA
1187071.01811546,269158.007033249,"Окремий пост пожежної охорони"
1188325.19773082,271092.459926629,"СДПЧ-9"
569609.223552302,484805.971694738,"Ochotnicza Straż Pożarna w Kocierzewie"
145369.464862017,412806.125460942,NA
19511.3625866181,64850.0988024678,"Feuerwehr Mößling"
94189.748104218,357170.862783528,"FFW Bräunsdorf"
531481.623400977,169001.544700451,NA
567538.141512518,332401.53369977,"Jednostka Ratowniczo-Gaśnicza w Włoszczowie"
111393.171236956,359772.567318212,"FFW Hetzdorf"
10951.9450359646,162718.045089244,"Feuerwehrhaus_Hackenberg"
73161.4170795561,364641.036313845,"FFH Frankenau"
5594.69128718745,149452.325109398,"Feuerwehr Sarching"
466427.369768375,220869.725722283,"HS Karviná"
53270.1048737402,148013.981351756,NA
1027564.63961196,708459.73903788,NA
788904.789315229,960311.343352133,"VUGD ZRB Jelgavas daļas Elejas postenis"
510048.891912568,223382.970423856,"Ochotnicza Straż Pożarna w Pisarzowicach"
94645.5134982389,892557.083210284,NA
94474.8215069658,119594.145979022,"FFW Ringelai"
-1691.30077796959,221811.1639579,"Freiwillige Feuerwehr Mantel"
659426.527200881,118211.598566731,NA
243826.234133435,-17511.8231541812,"Feuerwehr Neuberg"
26493.7276927427,324260.220009681,"FFW Schneidenbach"
229958.670475338,126733.57874593,"FF Reibers"
186545.330867182,331269.754418304,"Hasiči Nový Bor"
310484.06455963,82882.1834755372,NA
1208714.96882318,252967.126309449,"Пожарная часть"
1245572.90895402,35429.9803089499,NA
769430.952768624,370349.551875582,NA
503092.108973334,1111806.60759189,"Fårösunds Brandkår"
281868.86295843,-14738.9801588282,"FF Ramplach"
62202.5824432939,435983.189495622,"Freiwillige Feuerwehr Kossa"
-15487.7000753687,197061.895980996,"FFW Kümmersbruck"
143209.244670437,369309.058481576,NA
184859.559883742,635687.689872766,"FFW Book"
181972.198423829,638668.459541068,"FFW Rothenklempenow"
24099.2336174677,313493.386824543,"FFW Schönau"
286908.003496529,383561.615156847,"Jednostka Ratowniczo-Gaśnicza PSP w Chojnowie"
119484.381538444,872417.130387778,"Hyllie brandstation"
728877.560040393,194178.878419989,"Komenda Powiatowa PSP w Sanoku"
24118.0862674697,468446.030350209,"Freiwillige Feuerwehr Steutz"
86584.6101830604,471372.979545827,"Freiwillige Feuerwehr Gölsdorf"
90289.589130869,468333.481568509,"Freiwillige Feuerwehr Oehna"
20451.5218978372,436771.934351864,"Freiwillige Feuerwehr Schrenz"
60024.7706631139,-9776.73764416203,"Freiwillige Feuerwehr Kuchl"
45142.3893140493,693642.733171452,NA
63056.1710029348,503182.874069288,NA
149502.947550873,602621.729203273,"FFW Gerswalde"
298948.180823666,77100.1148590092,NA
61428.2862161296,334704.767319683,"Freiwillige Feuerwehr Stollberg"
3093.56870332744,284909.107920203,NA
-12361.0764467309,-2711.75334238168,"Feuerwache Mühlbach"
116602.635356462,134134.90486297,NA
510899.264736578,267786.12658792,"Komenda Miejska PSP w Sosnowcu"
423491.991469513,224683.54783618,NA
738203.584699132,106329.467834297,NA
459853.446636181,253216.151896127,"Ochotnicza Straż Pożarna Zwonowice"
674027.205415986,475231.556482877,"Ochotnicza Straż Pożarna w Grzebowilku"
-19321.8712839161,203848.170022316,"Freiwillige Feuerwehr Traßlberg"
636367.916815833,86428.0522381878,NA
389091.033373355,236920.022797697,NA
701911.777977325,192424.045267938,"OSP Iwonicz-Zdrój"
124658.466843509,246058.084689377,NA
628871.374953701,482596.325560986,NA
96190.4981840255,505852.980624742,NA
96113.1011183028,503164.016560117,"Freiwillige Feuerwehr Stücken"
-1.06658928602701,130127.20272287,NA
47850.1542242718,26267.9467625814,"Freiwillige Feuerwehr Oberndorf"
98951.1724009897,505678.466051887,"Freiwillige Feuerwehr Tremsdorf"
34236.4372445841,188486.521909864,"FFW Hiltersried"
28270.7305892858,364564.388258694,"FFW Dobitschen"
1248793.69676661,36665.6541254679,"Пожарная часть"
89179.3500323156,428495.919632653,NA
170298.281643752,431221.603570482,"Feuerwehr Drebkau/Kausche"
377828.735402682,78499.9518592982,"Požiarna zbrojnica Prievaly"
47622.6678040159,351709.141791404,"FFW Remse"
240602.268475266,78583.7248570938,"Feuerwehr"
270507.553396939,67793.9215652356,"FF Kirchberg"
-11668.4034424297,306256.438462692,"Feuerwehr Tiefengrün"
-11280.0574746038,304580.434138324,"Feuerwehr Gottsmannsgrün"
-11417.0302675513,302934.523742268,"Feuerwehr Bug"
-11431.3693664231,302255.700395325,"Feuerwehr Bruck"
638873.43376227,469608.236442774,"Straż Pożarna"
1149190.65805174,1160800.50177422,"Пожарная часть"
130447.358900712,364496.518685091,NA
106851.745849567,376435.42410229,"FFW Krögis"
863738.368173728,601131.291284881,"МЧС"
573891.93939545,246077.434415666,"Szkoła Aspirantów Państwowej Straży Pożarnej"
164453.511360113,361667.44941222,"Feuerwehr Neustadt in Sachsen"
39358.7189767239,325274.1814801,"FF Wolfersgrün"
332440.834628104,97791.0062157745,"Freiwillige Feuerwehr Schrattenberg"
656826.905086067,385189.867489139,NA
236557.029665669,-7982.59856283106,"FF Frein an der Mürz"
8705.25242904614,91266.9012961593,"Freiwillige Feuerwehr Dietelskirchen"
66350.7624568095,319089.542974588,"FFW Elterlein"
138443.917396394,480773.900254158,NA
437398.000254552,209920.690192676,"SDH"
799715.963599146,367391.359526408,NA
52352.9319856291,99295.2312919954,NA
1184678.39172764,674222.005685047,"Пожарная часть"
265429.742487928,-14842.0667577088,"Freiwillige Feuerwehr Payerbach"
107807.70838036,344332.964149538,"FFW Lichtenberg"
-2683.66806900012,390527.828997001,NA
38454.4735191191,336253.889507581,"FFW Marienthal"
1152551.09101362,804042.139538738,"МЧС"
189898.929705742,515988.096334953,"Freiwillige Feuerwehr"
110212.505664457,124947.342012129,"FFW Philippsreut"
232418.235978304,67677.9157311935,"Freiwillige Feuerwehr Großheinrichschlag"
63430.9805640119,500745.421577092,"FFW Lütte"
1068981.8191631,691581.227643735,NA
98636.4997081599,33884.103798735,"Freiwillige Feuerwehr Ungenach"
453785.917552857,202625.892610278,"Dobrovolní hasiči"
121828.736054546,623819.467096307,NA
-800.754949933675,320871.959831992,"Freiwillige Feuerwehr Mühltroff"
250789.834258928,1025481.0587073,NA
116407.670126114,581907.055278369,NA
19968.2553808574,114175.290610271,"Feuerwehrgerätehaus FFW Tunding"
-11182.2935041051,202073.395900187,"Feuerwehr"
65313.2834288687,469954.817110012,"FF Mochau-Tießen"
63573.5206335167,350524.72126327,"Freiwillige Feuerwehr Kändler"
102348.493140357,645838.691546733,"FFW Marihn"
449497.938350618,258760.338236594,"Ochotnicza Straż Pożarna w Siedliskach"
652834.469058041,476904.726064724,"OSP Józefów"
295892.051665777,155319.932025243,"Dobrovolný HZ Jinošov"
158091.22589774,536979.72163491,"Freiwillige Feuerwehr Klosterdorf"
82466.6535041481,349506.241865778,NA
56279.1676060741,93598.0876726508,"FFW Mödlsbach"
84289.9655189583,335664.505811703,"Freiwillige Feuerwehr Krumhermersdorf"
19076.5468298005,80631.7175125629,"Feuerwehrhaus Wiesbach"
21258.6915977477,80798.1596433986,"Feurwehrhaus Thambach"
11268.1423031191,115495.098490105,"Freiwillige Feuerwehr Süßkofen"
74470.3049849501,64784.2641844843,"Freiwillige Feuerwehr Aigen am Inn"
286350.283517567,81008.3410655456,"Feuerwehrhaus Magersdorf"
60605.5578678155,19922.9669597605,"Freiwillige Feuerwehr Seekirchen am Wallersee"
207964.827051424,13275.8438981231,"Feuerwehrhaus Gaming"
303555.015083261,44836.3941134382,"Hauptfeuerwache Döbling"
-1338.10626742034,283986.550023174,"FFW Martinlamitz"
26755.8295239639,101436.873991725,"FFW Griesbach"
33053.1382489251,421317.545540045,NA
275875.985248686,697079.150748493,"OSP Charzyno"
362557.418224779,361676.504428283,"Jednostka Ratowniczo-Gaśnicza PSP nr 1 we Wrocławiu"
190274.077075601,490014.914507442,"Freiwillige Feuerwehr"
79117.3885700902,1116694.57579091,"Lundby Brandstation"
141959.034605279,566131.404088594,"Freiwillige Feuerwehr Finowfurt"
229693.140139528,281516.530787522,"SDH Křešice"
33348.7628106935,202463.703002621,"Freiwillige Feuerwehr Schönsee"
130453.943697837,166372.977128761,NA
25714.7358480266,331417.219961653,"Feuerwehr Kahmer"
22893.5668294672,329925.766719287,"Gerätehaus der Reinsdorfer Feuerwehr"
480918.387345082,194296.893571115,NA
1201340.98113546,733780.327895433,NA
438580.08297532,204483.470795814,"Hasičárna"
6098.11359371123,112387.112121074,"FF Hölskofen"
327913.492362143,177436.397500695,NA
94293.9299129398,487039.946401711,"Freiwillige Feuerwehr Frankenförde"
-8443.13589758537,329940.8721086,"Freiwillige Feuerwehr"
91695.20271203,351380.713414266,"Freiwillige Feuerwehr Memmendorf"
663772.509477935,486481.136756588,"OSP w Cisiu"
320873.627618871,185170.914400302,"PS Kunštát"
91891.6554020054,893974.123956838,"Gladsaxe Brandstation"
456278.828033732,255911.82328407,"OSP Jankowice"
24418.2433555714,97876.2689328399,"Freiwillige Feuerhwehr Poxau"
496807.603609428,447344.982423103,"Komenda Powiatowa PSP w Poddębicach"
-7711.93767962331,328279.519994585,"Freiwillige Feuerwehr Oettersdorf"
4087.84619786736,337257.007466641,"Freiwillige Feuerwehr"
332168.228703295,196255.10307385,"SDH Velké Opatovice"
372250.1242547,140008.851652052,NA
927981.115149778,557704.969424084,"Пожарная аварийно-спасательная часть"
349389.683751144,156162.988707605,NA
622407.247959073,479065.947325408,"Komenda Powiatowa PSP w Pruszkowie"
-10677.4841034042,242253.226162949,NA
27740.3902834156,167583.70883854,"Feuerwehr Roding"
50625.9143101541,97958.5630668644,NA
47699.854933824,97037.3379485849,NA
44197.9373619433,95662.6073811734,NA
48964.1324154832,88577.9245604919,NA
10247.4264613619,465744.085399651,NA
677465.787138377,218146.958433,"Ochotnicza Straż Pożarna Bieździedza"
59305.58590603,335697.742264824,"Feuerwehr"
747821.529985453,355452.900014187,"Jednostka Ratowniczo-Gaśnicza w Bychawie"
559817.261633844,248314.81679222,"Ochotnicza Straż Pożarna Rząska"
260735.366666191,595005.536518615,"KP PSP Choszczno"
637850.665004341,267389.53250407,"OSP Grądy"
638736.773250423,264654.404278889,"Ochotnicza Straż Pożarna Dąbrówki Breńskie"
204094.960183641,257308.944787372,NA
24753.9715293191,409503.38449979,"FFW Günthersdorf/Kötschlitz"
118468.934659061,447896.959236091,"Freiwillige Feuerwehr Hohenbucko"
-3420.45751577656,100772.955170462,"Freiwillige Feuerwehr Ergolding"
1094230.81406442,723212.840650703,"РОЧС"
120497.090521917,407064.848873876,"FFW Merzdorf"
125631.14395381,356063.525751522,NA
87415.3436211104,429628.569967279,"FFW Zwethau"
362743.643733781,363742.085922022,"Jednostka Ratowniczo-Gaśnicza PSP nr 8 we Wrocławiu"
463655.675688326,273889.969665389,"Ochotnicza Straż Pożarna Bojszów"
68848.5782170733,383581.840589069,"Freiwillige Feuerwehr Tanndorf"
495734.479935105,278437.798489719,"Jednostka Ratowniczo-Gaśnicza PSP w Piekarach Śląskich"
98020.68238675,384277.992033359,"Feuerwehr Neckanitz"
249575.025839383,269460.649231343,NA
182047.021951261,261174.225089873,"Hasičská stanice, Praha - Kbely"
433849.060552394,574195.748679422,"OSP w Brzozie"
175625.928113522,357409.676778251,"Hasiči"
330968.551610662,18399.3977532759,"FF Wilfleinsdorf"
75375.0638178802,339951.67061382,"FFW Einsiedel"
124546.798650396,346522.970397133,"FFW OC"
627495.107729755,465330.885169095,"OSP Mroków"
-9213.65772207995,291278.831943047,"Feuerwehrhaus"
-8108.30237676203,202918.823286831,"FF Freudenberg-Wutschdorf"
1018272.11396222,-11966.3657776201,NA
525213.553102011,162033.596298573,"Hasičská zbrojnica"
32091.4930744458,420503.104568236,"Feuerwehr Grebehna"
220.860140854435,242143.672988679,"Freiwillige Feuerwehr Erbendorf"
301661.969055707,51799.7522684447,"Freiwillige Feuerwehr Klosterneuburg"
563052.013816168,491054.521811778,"Ochotnicza Straż Pożarna w Niedzieliskach"
561191.492810994,490557.662969788,"Ochotnicza Straż Pożarna w Chruślach"
563076.508027715,494810.228603693,"Ochotnicza Straż Pożarna"
560966.744788915,495041.531301591,"Ochotnicza Straż Pożarna"
561249.898075499,492400.801328599,"Ochotnicza Straż Pożarna Zamiary"
560351.177870249,492667.209461823,"Ochotnicza Straż Pożarna w Wituszy"
560713.575947564,485062.588309702,"Ochotnicza Straż Pożarna w Karsznicach Dużych"
31962.8897378229,335569.498848731,NA
275050.070861246,48594.5348263625,"FF Dietersdorf"
353910.883812116,102950.584068686,NA
345132.113567058,505603.388172463,"OSP Zakrzewo"
125550.216100063,347801.523826859,"FFW Ulberndorf"
3241.78878291819,318456.425129706,"FFW Demeusel"
-16469.3716877585,238254.232840715,"FFW Speinshart"
147888.606207657,73010.0456913123,NA
144237.560623474,431898.495953568,NA
309840.604264903,345080.602489233,"Ochotnicza Straż Pożarna w Tomkowicach"
43392.9530475229,677665.284239732,NA
238481.421554899,79831.9271475822,"Freiwillige Feuerwehr Eisengraben"
93583.7150742543,887593.772244179,"Frederiksberg brandstation"
25417.6636569312,345198.677440734,"Freiwillige Feuerwehr Chursdorf"
-10394.1263616537,57079.7129375776,"Freiwillige Feuerwehr Winden"
134601.971583045,503132.041817793,"Freiwillige Feuerwehr Zeesen"
469162.817413344,664886.086499549,NA
444835.653548428,253706.770318789,"OSP Brzeźnica"
76853.5892795984,123814.055656306,NA
611686.784040509,199520.57210725,"Ochotnicza straż pożarna w Wysokiem"
27588.179328882,355520.751221456,"FFW Nöbdenitz"
162536.461500569,346712.138533271,"Freiwillige Feuerwehr Reinhardtsdorf"
222763.58125624,541758.491018996,"Ochotnicza Straż Pożarna Witnica"
222200.661774609,541979.209283045,NA
550833.787688099,250853.337817425,"Ochotnicza Straż Pożarna Rudawa"
999995.127069874,569853.900677427,"Пожарная часть"
531091.186597313,435954.079936516,"Jednostka Ratowniczo-Gaśnicza PSP nr 1 w Łodzi"
47617.400950634,643913.33922895,"FFw Barkow, Gerätehaus, Baujahr 2011"
89293.5674451767,342271.065944203,NA
334570.725196809,143632.488774549,NA
110803.776967771,543475.774833381,"Feuerwehrschule"
275661.010542352,37946.586490876,"FF Eichgraben"
123528.402448524,566806.801839332,NA
126316.260666477,571593.358579853,"Freiwillige Feuerwehr Hammer"
-17962.7199580215,56452.8778229188,NA
45705.3708082851,59526.2564579342,NA
1205621.4536037,522118.518682818,NA
461351.060057405,239654.874543943,"OSP Radlin II"
1059773.24091164,700901.759465136,"Пожарная часть аэропорта ""Минск-1"""
126574.111968697,413354.659649394,NA
109299.515460822,424714.295615807,NA
326696.974230717,500992.74069526,"OSP Łagwy"
109516.869919948,432221.455407678,NA
190117.582285617,626801.497088603,NA
1737.3346953069,99671.5918178009,"FFW Landshut (LZ 9 - Frauenberg)"
288459.900752922,13742.6431351863,"FF Großau"
898399.789752868,333898.554364295,"СДПЧ-15"
352648.7859067,141195.110519079,NA
290771.921745856,14289.5155217126,"FF Gainfarn"
60264.5740632898,678830.950890151,NA
291033.874596722,6890.95922508184,"FF Hölles"
293980.066226093,-27193.5843130155,NA
53422.9102633494,685538.456526907,NA
51342.6398870725,686464.587938909,NA
49338.6545582708,690268.831786224,NA
400248.457327836,103458.062070369,"DHZ Papraď"
555525.145456866,476092.239407226,"Ochotnicza Straż Pożarna w Zdunach"
136341.819593312,566612.42571264,NA
204018.383673512,27459.8866864964,"FF Wang"
455370.58220598,238683.443011683,"OSP Zawada"
82250.2759574557,678269.218393998,NA
390398.255843025,-18093.9401041316,"Önkéntes Tűzoltóság szertár"
538869.219378613,474326.158048469,"Ochotnicza Straż Pożarna w Orłowie"
543176.986053398,473557.2884496,"Ochotnicza Straż Pożarna w Woli Kałkowej"
549001.725448111,476708.13362823,"Ochotnicza Straż Pożarna w Bąkowie Dolnym"
546486.677693985,474766.04506752,"Ochotnicza Straż Pożarna w Zakrzewie"
544963.877191303,468016.643281067,"Ochotnicza Straż Pożarna w Bielawach"
549875.014477992,477087.646623206,"Ochotnicza Straż Pożarna w Bąkowie Górnym"
114531.049229363,218442.944718811,"Sbor dobrovolných hasičů Hrádek"
77187.7242009398,335963.214405527,"FFW Weißbach"
466296.209728663,233422.911238788,"OSP Mszana"
66718.5066667178,578376.992238031,"Freiwillige Feuerwehr Dessow"
911011.568206501,771374.865614328,NA
263197.214204789,114664.480498504,NA
1167837.34915412,26786.3029519431,NA
1168505.25352701,26465.2357374039,NA
161829.199812907,525362.786977485,NA
454233.39044939,88368.3416620027,NA
628430.413989244,119156.434504513,NA
547494.029329276,323434.417217235,"Jednostka Ratowniczo-Gaśnicza PSP nr 4 w Koniecpolu"
86903.9758331492,336772.507681075,NA
129940.516612606,77621.9040919831,"Freiwillige Feuerwehr Kleinzell"
359209.355897374,450662.099347731,"Ochotnicza Straż Pożarna Stary Gostyń"
147665.058945589,1086244.20060758,"Räddningstjänsten"
-8001.53246106888,249602.746784118,"Freiwillige Feuerwehr Zinst"
-9519.64252035104,249556.014847092,"Freiwillige Feuerwehr Kulmain"
-6037.58327305515,255321.600440378,"Freiwillige Feuerwehr Ebnath"
81669.0000219253,402273.725082397,"FFW Malkwitz"
632321.962385449,402130.211123848,"Ochotnicza Straż Pożarna Przytyk"
495.612053996651,387940.868568595,"Freiwillige Feuerwehr Wethau"
372804.257754352,405750.778004813,"OSP Sułów"
-12139.2470966465,-1611.9290427845,"Freiwillige Feuerwehr Oberaudorf"
64501.1436860237,674975.98393097,"Freiwillige Feuerwehr Lalendorf"
82218.228655501,359413.493382918,"FFW"
588614.779214579,664261.874027865,NA
65426.7858656443,658802.190486107,NA
11451.7141498462,270941.631882736,NA
596294.617535055,175283.641566356,"Ochotnicza Straż Pożarna w Czorsztynie"
136549.325655726,-7189.31710456219,"Freiwillige Feuerwehr Hinterstoder"
130005.537791632,66766.5243607424,"Freiwillige Feuerwehr Hartkirchen"
139741.663573364,542561.628695626,NA
140010.706685194,541793.748957458,"Freiwillige Feuerwehr Seefeld"
414292.170311184,100335.474515418,NA
285999.130699003,86661.1524833944,NA
286430.96343661,88681.8887766227,"FF-Wullersdorf"
133381.73054921,489878.102828722,"Feuerwehr Schwerin"
134922.151550131,490758.302041683,NA
10661.3743270045,317694.314188218,NA
66939.3970768914,885081.348481804,"Roskilde Brandvæsen"
652248.1045081,520499.09886069,"OSP Ślężany"
554394.218547925,458998.642479728,"Ochotnicza Straż Pożarna w Stroniewicach"
88478.5274767081,119989.840068768,"Freiwillige Feuerwehr"
560312.132923282,458240.229564285,"Ochotnicza Straż Pożarna w Czatolinie"
590389.46754318,183668.601688487,"Ochotnicza Straż Pożarna w Ochotnicy Górnej"
559232.151196662,460633.588228872,"Ochotnicza Straż Pożarna w Reczycach"
561555.096257768,465900.888808592,"Ochotnicza Straż Pożarna w Jamnie"
672223.83898775,582784.536111205,"Ochotnicza Straż Pożarna w Ostrołęce"
103108.846819593,342166.809268243,"Freiwillige Feuerwehr Helbigsdorf"
288489.927685633,192493.615716099,NA
27816.7119501617,138012.797671003,"Feuerwehr Kößnach"
261648.484104814,68014.728824052,"Freiwillige Feuerwehr Wagram am Wagram"
45860.5456271595,686525.868556779,NA
131150.282183212,506638.986492453,NA
298051.718873132,484109.560946279,NA
157484.91012858,420741.621897668,NA
282447.792085739,63847.1255149376,NA
49894.7413316006,712932.331868497,"FFW Stadt - Mitte"
151826.739246897,499902.388097058,NA
31505.481667863,55739.9081586134,"Feuerwehr Kastl"
157517.92923739,80936.2209098488,"Feuerwehrhaus"
524374.433163472,277202.39155702,"Ochotnicza Straż Pożarna Łęka"
321922.314260302,290337.284678504,"Ochotnicza Straż Pożarna w Chocieszowie"
16975.2380300749,206652.718872749,"Freiwillige Feuerwehr Tännesberg"
97357.2270834806,650695.028479473,"Freiwillige Feuerwehr Lehsten"
789098.044283667,986971.195074349,"VUGD ZRB Jelgavas daļa"
174373.674351306,137598.667581559,NA
39386.3615078701,169818.608394125,"Freiwillige Feuerwehr Cham"
82063.2415401632,129228.629683492,NA
49697.5679109934,554300.034869537,"FFW Hohennauen"
145254.814668028,500547.069738411,NA
134172.804988834,447296.752664943,"Freiwillige Feuerwehr Bornsdorf"
854262.794549977,1047284.05365342,"VUGD RRP Siguldas daļa"
123142.481241524,478744.436583653,"Feuerwehr Baruth"
147225.072624319,537138.463967439,"FF Altlandsberg - LG Buchholz"
80113.7339954514,521585.555365883,"FFw Derwitz"
333254.072799273,174316.685368387,"HZS"
256103.942628179,8234.61391994171,NA
83482.6913443356,420516.687216165,NA
11209.5734757226,282304.820465239,NA
175933.132784387,539488.627590163,NA
361244.886348936,35461.5397569891,NA
178002.855256411,557020.995942698,NA
53362.6277932197,14417.2257484812,"Feuerwehr Bergheim"
172242.414428324,556973.960940442,NA
173863.70679505,555270.034568421,NA
41217.6716200546,51742.8708913922,"Feuerwehr Burghausen"
177197.777904392,554549.63041658,NA
592565.839556866,660720.921817161,NA
350973.183131455,468261.586374425,"OSP Turew"
493051.407103139,134705.25274372,NA
96815.4855254788,381349.604653574,"FFW Beicha"
810581.286469414,1027061.45640378,"RRP 7. daļa"
207572.609483511,84326.5835866956,"FFW Etzen"
492189.042763673,65427.0402117642,"Požiarna stanica"
572874.282592123,474465.781113769,"Ochotnicza Straż Pożarna w Kompinie"
31761.482962397,556082.126478523,"FFW Klietz"
3490.83008409099,151285.741644523,"Freiwillige Feuerwehr Donaustauf"
230122.615341548,84633.1993208053,"Feuerwehr"
34623.9040504498,47976.7227293877,"FFW Dorfen"
17967.7578543548,141003.997554907,"Freiwillige Feuerwehr Griesau"
195090.742657744,532946.788299618,NA
10480.2906744093,306401.686984434,"FFW Planschwitz"
206281.579657948,372312.949672042,NA
516670.997486941,243308.519198308,"OSP w Broszkowicach"
559515.747218368,432299.149955629,"Ochotnicza Straż Pożarna Długie"
562101.473981465,433971.143899503,"Ochotnicza Straż Pożarna w Wierzchach"
213776.623208861,20993.3707180312,"Freiwillige Feuerwehr Neustift"
561319.070784684,439442.721363632,"Straż Pożarna w Rogowie"
564546.83842248,439472.38129496,"Ochotnicza Straż Pożarna w Jasienie"
-10276.0055253126,210516.18985045,"Freiwillige Feuerwehr Hirschau"
564803.682816911,448368.406736576,"Ochotnicza Straż Pożarna w Lipcach Reymontowskich"
564820.917739415,448611.6853203,NA
565574.881002389,455740.056303297,"Ochotnicza Straż Pożarna w Pszczonowie"
95171.002516783,549055.771638067,NA
583380.384641744,239149.617727222,"OSP Podłęże"
-13041.7477311408,44323.3599092066,"Feuerwehr"
181637.133871858,234206.462420408,NA
570315.724173497,466376.294662151,"Ochotnicza Straż Pożarna w Bobrownikach"
512824.930461364,277908.473728167,"Ochotnicza Straż Pożarna Preczów"
341161.953862484,69678.1823802516,"Freiwillige Feuerwehr"
24349.7821360464,138626.668805011,"Freiwillige Feuerwehr Obermotzing e.V."
24114.4122747727,133780.932418783,"Freiwillige Feuerwehr Rinkam"
12849.1028570804,266247.19028462,"FFW Arzberg"
553979.951584975,132283.691168137,"Dobrovoľný hasičský zbor Liptovský Peter"
394857.068378495,130942.121241281,"Hasičská Zbrojnice"
66990.7055211829,10892.5888386592,"Freiwillige Feuerwehr Hof bei Salzburg"
496096.017061774,194836.060594874,"Ochotnicza Straż Pożarna Wisła-Czarne"
38527.1430302368,171061.606737506,"FFW Katzberg"
36987.2197140941,169596.926999643,NA
114110.076115738,517498.777119954,"Feuerwehr Heinersdorf"
97598.0569312061,58319.7472004294,"FF Taiskirchen"
122642.348748596,430249.398077299,"Freiwillige Feuerwehr Doberlug"
123543.011068486,433118.402812969,NA
632312.880342337,28148.0966327162,NA
296675.664865353,218677.713981304,NA
70279.4498510439,330475.256030036,NA
40267.3719921962,42034.8646568479,"FF Tarsdorf"
139247.173900408,1026963.67800688,NA
19490.7730478115,131159.543576867,"Feuerwehr Perkam/Pilling"
134175.396145897,140267.280032316,NA
141105.403428667,71574.2107758718,NA
309878.699990044,22779.1882544132,NA
1201620.10306571,764380.231778464,NA
561834.648015479,613830.662248116,"OSP Rybno"
188940.704460565,403451.284005864,"FFW Bärwalde"
256170.73140048,77463.6917601228,"FF Schönberg/Kamp"
307151.913387098,90884.8800550103,NA
248079.064871212,376076.076679777,"Ochotnicza Straż Pożarna Nowogrodziec"
136760.648224812,533420.336473516,NA
134501.209770393,431287.072196254,"FFw Finsterwalde"
91482.1400910413,506490.258778472,"Freiwillige Feuerwehr Seddin"
117699.166269497,402279.677228765,"Freiwillige Feuerwehr Zabeltitz-Treugeböhla"
60032.1813064067,360994.221741882,"Freiwillige Feuerwehr"
133539.1476679,557722.571231018,NA
-153.11062064924,19087.9576240238,NA
11342.8098939372,88775.0455356436,"FFW Geratspoint"
62146.804984947,461069.970591201,"Feurwehr"
14508.4367879835,266840.107552589,"FFW Oschwitz"
300929.797197944,170291.781898106,NA
191484.185657362,-28102.3735218188,"Freiwillige Feuerwehr Wache Trofeng"
189270.447295386,-26111.8080919748,"Freiwillige Feuerwehr Wache Münichtal"
178525.257876271,-13581.8202227503,"Freiwillige Feuerwehr Großreifling"
181509.003659747,-15393.9285192331,"Freiwillige Feuerwehr Mooslandl"
9607.70401797566,233997.844341779,NA
143685.134203467,554893.571726775,NA
364694.463713537,384260.937764349,"Komenda Powiatowa PSP w Trzebnicy"
57269.4436567944,589580.867057941,"Freiwilliger Feuerwehr Drewen"
702498.203476659,98084.8217426948,NA
32988.8847732091,44757.3654334126,"FFW Asten"
135794.524978072,539939.490832976,"Freiwillige Feuerwehr Blumberg"
557247.821320015,258909.380980555,"Ochotnicza Straż Pożarna w Czajowicach"
573569.789966096,264744.044180573,"Ochotnicza Straż Pożarna w Kacicach"
